name,link,sizeInMB
01177138.zip,https://drive.google.com/file/d/1dc5UhMNAcEnHYjnighsWstr2lyrHzUfx/view?usp=drivesdk,1694.972714
15634563.zip,https://drive.google.com/file/d/1fy3K-Hw0hq7YhMbyZL0RHqypWnyAacnJ/view?usp=drivesdk,930.9981012
20216809.zip,https://drive.google.com/file/d/1eODWWtssAvGhfmiWeszivIkRtF3Yhy_A/view?usp=drivesdk,710.2995167
18001564.zip,https://drive.google.com/file/d/1frm5uSthvHpk3IB7FmaCf7d-L3oluDEE/view?usp=drivesdk,650.4935904
20649783.zip,https://drive.google.com/file/d/1cMOL8yoAFtgVdUxPXelxEpEdFnOOgiiU/view?usp=drivesdk,679.5134144
24448124.zip,https://drive.google.com/file/d/1eOZ_lwCMrcUfiO9hiBhyYl-dzsv9UNGO/view?usp=drivesdk,587.4819708
01352464.zip,https://drive.google.com/file/d/1gU92kYQ6SeU4Cdd7NGOY6r88fkeQnRJL/view?usp=drivesdk,1264.684526
23711486.zip,https://drive.google.com/file/d/1cLZe1nhEkjKb1pVovdgso2GJO3-M3LFu/view?usp=drivesdk,498.1169615
13783771.zip,https://drive.google.com/file/d/1hAtsrIYPKHs5Kd9pSg6i1cppHRlPmqCF/view?usp=drivesdk,658.0535917
05274556.zip,https://drive.google.com/file/d/1grm-8GoxT2hjx_8BvLPjGUc756hmxjch/view?usp=drivesdk,731.1743412
24110807.zip,https://drive.google.com/file/d/1cOCkA6M9ghWjmLNuawoeGwtMiqb0jlz1/view?usp=drivesdk,326.9776964
18991425.zip,https://drive.google.com/file/d/1g8V5jEpaXqbm5_uDHtPMbUzURcmeC4Zf/view?usp=drivesdk,322.205946
04762925.zip,https://drive.google.com/file/d/1cvWAq0dWViQXPyifzfIp8LLXiIqy0_4j/view?usp=drivesdk,509.142951
22961398.zip,https://drive.google.com/file/d/1gTyqgkv91185r9kXCNYuve34TNaW7QON/view?usp=drivesdk,186.6631622
02033176.zip,https://drive.google.com/file/d/1goVU2MxHvAaLdK632FMFnHZxpnsSDBIJ/view?usp=drivesdk,497.4583311
23340371.zip,https://drive.google.com/file/d/1d9u-Dp7gduFuxf0vVcTUAYxWv8RJhdNx/view?usp=drivesdk,79.23022461
23769130.zip,https://drive.google.com/file/d/1cUWZKWdyTzFOTWhQfkzQT57mL10CJff7/view?usp=drivesdk,66.36322784
23863411.zip,https://drive.google.com/file/d/1dd3NJH9q0vavkW1Z1g7Ox-a5IbXbGtjb/view?usp=drivesdk,58.68373871
20777653.zip,https://drive.google.com/file/d/1eY0G8xCvj0sNGpp7NY0k0njrQ08DyBc_/view?usp=drivesdk,64.63914013
00309157.zip,https://drive.google.com/file/d/1f97mFO4hf9zWpvFD5JSUAokbv1ael3GG/view?usp=drivesdk,1066.45111
16553776.zip,https://drive.google.com/file/d/1g3yocG5-UK62r0jysBbdVuqRUSR5hapT/view?usp=drivesdk,78.10587406
20656313.zip,https://drive.google.com/file/d/1dD8-Tt4k4_oAhQcnDg0_MOd7nONxb7lM/view?usp=drivesdk,0.2340869904
05582191.zip,https://drive.google.com/file/d/1etLkd2SRZ6l8vZpKQYmoHvn-NNf-1v4B/view?usp=drivesdk,129.8289862
14470046.zip,https://drive.google.com/file/d/1g6ICbD3wt7-I9OrQHIZZ1ZqgwoHuf7jq/view?usp=drivesdk,61.83944321
07886752.zip,https://drive.google.com/file/d/1eBX3VTAvN5sn5CvZEMIJQtQezJch2kg-/view?usp=drivesdk,91.42595959
00897741.zip,https://drive.google.com/file/d/1eG0X4JI9jJnQTbFx8xEVomalbp_gMCms/view?usp=drivesdk,774.2375488
13708515.zip,https://drive.google.com/file/d/1fRHSlSnvbXqQBxudcqFU-UDR1JXseOwm/view?usp=drivesdk,16.12967014
10540336.zip,https://drive.google.com/file/d/1h710WHtSWhJexJCXmlPYMUT0UouGY0Wl/view?usp=drivesdk,43.16945744
12689381.zip,https://drive.google.com/file/d/1edsLjA7AulH3VngWTSJpi6zmmrPVFoVw/view?usp=drivesdk,7.542948723
01919652.zip,https://drive.google.com/file/d/1gaGn-ZXONvIO2bU1oLse6las85IpPwfr/view?usp=drivesdk,108.7153997
01884126.zip,https://drive.google.com/file/d/1hDSxxeh6WxEfyWXM2QCP_1M-nX9Tyh5w/view?usp=drivesdk,152.4149303
01739655.zip,https://drive.google.com/file/d/1dfVKXJMb8HEJNqJLDgqTg3raWQBEm-MA/view?usp=drivesdk,0.02068805695
00221634.zip,https://drive.google.com/file/d/1eGP83e3l9lehNVcIn26CnbDO2vr5jK_T/view?usp=drivesdk,377.2426567
